val/perfinding/mtv_gt,val/perfinding/mtv_pred,val/perfinding/suvmax_gt,val/perfinding/suvmax_pred,val/perfinding/suvmean_gt,val/perfinding/suvmean_pred,val/perfinding/suvpeak_gt,val/perfinding/suvpeak_pred,val/perfinding/tlg_gt,val/perfinding/tlg_pred,val/perfinding/diameter_gt,val/perfinding/diameter_pred,val/perfinding/suv_std_gt,val/perfinding/suv_std_pred
3.110255241394043,0.6469330902099609,15.447846,15.447846,4.9857574,9.431524,8.464815,9.431524,15.506977933022881,6.101565145737404,30.54630160331726,12.218520641326904,2.665898,2.3324761
9.380529808044434,8.086663627624512,19.653612,19.653612,7.303615,8.374418,15.315756,15.315756,68.51177908853852,67.72110353487697,44.80124235153198,40.72840213775635,4.1429462,3.9331253


217.18290299606323,201.90532925033568,17.935194,17.935194,5.4282007,6.443394,15.781036,15.781036,1178.9123907929759,1300.9556242329422,114.0,108.0,3.285868,3.0884788
0.9952816772460937,0.7837843208312988,4.4718843,4.4718843,2.1975374,3.1432686,3.1322823,3.1432686,2.1871687313585424,2.4636446332453197,26.473461389541626,16.29136085510254,0.66938347,0.5566753

3.8069524154663084,1.2938661804199219,8.520237,8.520237,3.9910717,4.6553464,5.868355,5.0730844,15.193820052610782,6.0233952567997475,42.764822244644165,16.29136085510254,1.2918224,1.2812756
0.8335484046936035,0.1368512306213379,7.501762,7.501762,4.056269,5.816525,4.056269,5.816525,3.3810966947059002,0.7959986017883657,12.218520641326904,6.109260320663452,1.1141268,0.85665196
1410.7620134124757,588.2861173782348,12.647891,12.543998,4.097624,4.44231,10.030496,9.770497,5780.772037667257,2613.3492176213235,246.4068329334259,171.0,1.1802329,1.2166483
3.060491157531738,1.0077226982116698,6.275836,6.275836,3.528914,4.8586745,4.900577,4.880503,10.800210015449167,4.896196603289283,28.509881496429443,14.254940748214722,1.0012175,0.6629692
0.5349639015197754,4.565854694366455,5.07553,5.5379186,3.3571167,3.2988508,3.3571167,4.432706,1.7959362472712526,15.062073295975258,16.29136085510254,60.0,0.78650856,0.7182775

8.858006927490234,6.556418048858642,38.07458,38.07458,11.086285,14.543255,25.740864,25.740864,98.20238611867103,95.35165860273746,32.58272171020508,28.509881496429443,7.880471,7.0906873


1.4058353691101073,1.5675686416625976,6.3463798,6.3463798,3.2263398,3.185849,4.0153136,4.0401216,4.535702627573073,4.994036913193819,20.364201068878174,21.0,1.0053384,1.0030649
1.3436302642822264,0.9828406562805175,7.565961,7.565961,3.4557292,3.9709742,4.2252984,4.052313,4.643222400278271,3.9028348956066226,22.40062117576599,18.327780961990356,1.1855634,1.2074088
2.239383773803711,2.264265815734863,9.0394125,9.0394125,3.8545117,3.8057473,5.4957495,5.4957495,8.63173104161786,8.61722344810985,24.43704128265381,22.40062117576599,1.4710959,1.4953674
0.5100818595886231,0.5100818595886231,6.5715785,6.5715785,3.3816445,3.6339524,3.3816445,3.6339524,1.724915508590907,1.8536131872524484,12.218520641326904,12.218520641326904,1.2609733,1.2687477
179.52393253326414,193.99283991622926,16.099375,16.099375,4.521001,4.070973,12.183882,12.203929,811.627853754344,789.7395978689058,195.0,198.0,1.9874692,2.0433455

3.5332499542236326,3.2222244300842284,9.508772,9.508772,4.870464,4.802841,6.7193503,6.6825485,17.208566168396697,15.475832205030542,30.54630160331726,24.0,1.3865131,1.5160433
4.702705924987793,5.760192707061767,16.81543,16.81543,5.120714,4.951179,8.729248,8.800879,24.081212950299363,28.519745325893155,38.69198203086853,36.0,2.3948994,2.2585502
69.15963554763793,59.1570546913147,16.77177,16.77177,5.338539,5.4570756,13.133102,13.114627,369.21142014049786,322.82451947867514,108.0,93.0,2.0217223,2.1208413
